Region,Scenario,Quantity,FuelType,Unit,2017,2018,2025,2030,2035,2040
Central and South America,History,Electricity generation,Geothermal,TWh/y,3.9,3.99,,,,
Central and South America,History,Electricity generation,Solar PV,TWh/y,7.04,11.11,,,,
Central and South America,History,Electricity generation,CSP,TWh/y,0,0,,,,
Central and South America,History,Electricity generation,Marine,TWh/y,0,0,,,,
Central and South America,History,Capacity,Total capacity,GW,346,359,,,,
Central and South America,History,Capacity,Coal,GW,13,13,,,,
Central and South America,History,Capacity,Oil,GW,49,49,,,,
Central and South America,History,Capacity,Natural gas,GW,64,67,,,,
Central and South America,History,Capacity,Nuclear,GW,4,4,,,,
Central and South America,History,Capacity,Renewables,GW,217,226,,,,
Central and South America,History,Capacity,Hydro,GW,174,178,,,,
Central and South America,History,Capacity,Bioenergy,GW,19,20,,,,
Central and South America,History,Capacity,Wind,GW,17,20,,,,
Central and South America,History,Capacity,Geothermal,GW,1,1,,,,
Central and South America,History,Capacity,Solar PV,GW,5,7,,,,
Central and South America,History,Capacity,CSP,GW,0,0,,,,
Central and South America,History,Capacity,Marine,GW,0,0,,,,
Central and South America,History,CO2 Emissions,Total CO2,MtCO2/y,1166.88,1157.59,,,,
Central and South America,History,CO2 Emissions,Coal,MtCO2/y,126.22,125.41,,,,
Central and South America,History,CO2 Emissions,Oil,MtCO2/y,751.15,737.26,,,,
Central and South America,History,CO2 Emissions,Natural gas,MtCO2/y,289.51,294.92,,,,
Central and South America,History,CO2 Emissions,Power sector,MtCO2/y,266.43,261.55,,,,
Central and South America,History,CO2 Emissions,Coal,MtCO2/y,70.14,70.86,,,,
Central and South America,History,CO2 Emissions,Oil,MtCO2/y,75.68,70.15,,,,
Central and South America,History,CO2 Emissions,Natural gas,MtCO2/y,120.61,120.54,,,,
Central and South America,History,CO2 Emissions,Final consumption,MtCO2/y,805.72,801.06,,,,
Central and South America,History,CO2 Emissions,Coal,MtCO2/y,50.97,50,,,,
Central and South America,History,CO2 Emissions,Oil,MtCO2/y,642.99,634.95,,,,
Central and South America,History,CO2 Emissions,  Transport,MtCO2/y,443.79,438.25,,,,
Central and South America,History,CO2 Emissions,Natural gas,MtCO2/y,111.77,116.11,,,,
Central and South America,History,CO2 Emissions,Industry,MtCO2/y,219.25,219.02,,,,
Central and South America,History,CO2 Emissions,Transport,MtCO2/y,460.5,455.1,,,,
Central and South America,History,CO2 Emissions,Buildings,MtCO2/y,92.18,93.26,,,,
Central and South America,History,Indicators,Population (million),million,515.841,520.386,,,,
Central and South America,History,Indicators,Share of World population,Percent,0.069,0.068,,,,
Central and South America,History,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",7657.158,7689.126,,,,
Central and South America,History,Indicators,Share of World GDP,Percent,0.059,0.057,,,,
Central and South America,History,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",14844.028,14775.801,,,,
Central and South America,History,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",4096.422,4127.562,,,,
Central and South America,History,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.086,0.086,,,,
Central and South America,History,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.065,0.065,,,,
Central and South America,History,Indicators,TPED per capita (toe),toe,1.274,1.268,,,,
China,History,Electricity generation,Total generation,TWh/y,6639.18,7169.66,,,,
China,History,Electricity generation,Coal,TWh/y,4508.57,4747.74,,,,
China,History,Electricity generation,Oil,TWh/y,10.28,10.28,,,,
China,History,Electricity generation,Natural gas,TWh/y,196.4,255.23,,,,
China,History,Electricity generation,Nuclear,TWh/y,248.07,293.99,,,,
China,History,Electricity generation,Renewables,TWh/y,1675.86,1862.42,,,,
China,History,Electricity generation,Hydro,TWh/y,1157.09,1204.53,,,,
China,History,Electricity generation,Bioenergy,TWh/y,92.92,106.03,,,,
China,History,Electricity generation,Wind,TWh/y,295.02,354.5,,,,
China,History,Electricity generation,Geothermal,TWh/y,0.12,0.12,,,,
China,History,Electricity generation,Solar PV,TWh/y,130.66,196.88,,,,
China,History,Electricity generation,CSP,TWh/y,0.03,0.35,,,,
China,History,Electricity generation,Marine,TWh/y,0.01,0.01,,,,
China,History,Capacity,Total capacity,GW,1754,1872,,,,
China,History,Capacity,Coal,GW,981,1006,,,,
China,History,Capacity,Oil,GW,9,9,,,,
China,History,Capacity,Natural gas,GW,74,80,,,,
China,History,Capacity,Nuclear,GW,37,46,,,,
China,History,Capacity,Renewables,GW,653,730,,,,
China,History,Capacity,Hydro,GW,344,352,,,,
China,History,Capacity,Bioenergy,GW,15,18,,,,
China,History,Capacity,Wind,GW,164,184,,,,
China,History,Capacity,Geothermal,GW,0,0,,,,
China,History,Capacity,Solar PV,GW,131,175,,,,
China,History,Capacity,CSP,GW,0,0,,,,
China,History,Capacity,Marine,GW,0,0,,,,
China,History,CO2 Emissions,Total CO2,MtCO2/y,9269.19,9513.49,,,,
China,History,CO2 Emissions,Coal,MtCO2/y,7469.87,7606.7,,,,
China,History,CO2 Emissions,Oil,MtCO2/y,1351.15,1379.68,,,,
China,History,CO2 Emissions,Natural gas,MtCO2/y,448.17,527.12,,,,
China,History,CO2 Emissions,Power sector,MtCO2/y,4585.38,4892.55,,,,
China,History,CO2 Emissions,Coal,MtCO2/y,4465.12,4748.57,,,,
China,History,CO2 Emissions,Oil,MtCO2/y,22.46,24.47,,,,
China,History,CO2 Emissions,Natural gas,MtCO2/y,97.8,119.51,,,,
China,History,CO2 Emissions,Final consumption,MtCO2/y,4370.95,4304.12,,,,
China,History,CO2 Emissions,Coal,MtCO2/y,2856.34,2717.92,,,,
China,History,CO2 Emissions,Oil,MtCO2/y,1224.56,1248.37,,,,
China,History,CO2 Emissions,  Transport,MtCO2/y,844.32,873.89,,,,
China,History,CO2 Emissions,Natural gas,MtCO2/y,290.05,337.83,,,,
China,History,CO2 Emissions,Industry,MtCO2/y,2753.71,2646.53,,,,
China,History,CO2 Emissions,Transport,MtCO2/y,889.24,926.2,,,,
China,History,CO2 Emissions,Buildings,MtCO2/y,593.86,599.73,,,,
China,History,Indicators,Population (million),million,1393.79,1400.32,,,,
China,History,Indicators,Share of World population,Percent,0.185,0.184,,,,
China,History,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",24179.2,25750.6,,,,
China,History,Indicators,Share of World GDP,Percent,0.185,0.19,,,,
China,History,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",17347.807,18389.082,,,,
China,History,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",12933.5,13770.4,,,,
China,History,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.127,0.124,,,,
China,History,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.083,0.08,,,,
China,History,Indicators,TPED per capita (toe),toe,2.21,2.276,,,,
Developing,History,Electricity generation,Total generation,TWh/y,14490.42,15266.86,,,,
Developing,History,Electricity generation,Coal,TWh/y,6821.99,7193.32,,,,
Developing,History,Electricity generation,Oil,TWh/y,611.42,589.34,,,,
Developing,History,Electricity generation,Natural gas,TWh/y,2879.32,2958.7,,,,
Developing,History,Electricity generation,Nuclear,TWh/y,653.74,714.53,,,,
Developing,History,Electricity generation,Renewables,TWh/y,3521.88,3808.9,,,,
Developing,History,Electricity generation,Hydro,TWh/y,2658.4,2743.98,,,,
Developing,History,Electricity generation,Bioenergy,TWh/y,231.85,258.84,,,,
Developing,History,Electricity generation,Wind,TWh/y,420.36,497.68,,,,
Developing,History,Electricity generation,Geothermal,TWh/y,32.24,34.67,,,,
Developing,History,Electricity generation,Solar PV,TWh/y,177.64,271.16,,,,
Developing,History,Electricity generation,CSP,TWh/y,1.38,2.55,,,,
Developing,History,Electricity generation,Marine,TWh/y,0.01,0.01,,,,
Developing,History,Capacity,Total capacity,GW,3791,3989,,,,
Developing,History,Capacity,Coal,GW,1460,1495,,,,
Developing,History,Capacity,Oil,GW,258,263,,,,
Developing,History,Capacity,Natural gas,GW,759,793,,,,
Developing,History,Capacity,Nuclear,GW,99,108,,,,
Developing,History,Capacity,Renewables,GW,1215,1329,,,,
Developing,History,Capacity,Hydro,GW,765,783,,,,
Developing,History,Capacity,Bioenergy,GW,57,62,,,,
Developing,History,Capacity,Wind,GW,222,250,,,,
Developing,History,Capacity,Geothermal,GW,5,5,,,,
Developing,History,Capacity,Solar PV,GW,166,227,,,,
Developing,History,Capacity,CSP,GW,1,2,,,,
Developing,History,Capacity,Marine,GW,0,0,,,,
Developing,History,CO2 Emissions,Total CO2,MtCO2/y,19781.67,20304.4,,,,
Developing,History,CO2 Emissions,Coal,MtCO2/y,10984.89,11261.04,,,,
Developing,History,CO2 Emissions,Oil,MtCO2/y,5319.37,5327.86,,,,
Developing,History,CO2 Emissions,Natural gas,MtCO2/y,3477.41,3715.5,,,,
Developing,History,CO2 Emissions,Power sector,MtCO2/y,9059.73,9476.06,,,,
Developing,History,CO2 Emissions,Coal,MtCO2/y,6814.18,7217.24,,,,
Developing,History,CO2 Emissions,Oil,MtCO2/y,541.27,526.86,,,,
Developing,History,CO2 Emissions,Natural gas,MtCO2/y,1704.28,1731.96,,,,
Developing,History,CO2 Emissions,Final consumption,MtCO2/y,9849.03,9941.16,,,,
Developing,History,CO2 Emissions,Coal,MtCO2/y,3945.23,3831.38,,,,
Developing,History,CO2 Emissions,Oil,MtCO2/y,4495.85,4514.03,,,,
Developing,History,CO2 Emissions,  Transport,MtCO2/y,3029.33,3089.02,,,,
Developing,History,CO2 Emissions,Natural gas,MtCO2/y,1407.95,1595.75,,,,
Developing,History,CO2 Emissions,Industry,MtCO2/y,4827.72,4737.27,,,,
Developing,History,CO2 Emissions,Transport,MtCO2/y,3211.56,3289.07,,,,
Developing,History,CO2 Emissions,Buildings,MtCO2/y,1521.59,1625.87,,,,
Developing,History,Indicators,Population (million),million,6192.658,6269.057,,,,
Developing,History,Indicators,Share of World population,Percent,0.824,0.825,,,,
Developing,History,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",71829.78,75077.696,,,,
Developing,History,Indicators,Share of World GDP,Percent,0.55,0.555,,,,
Developing,History,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",11599.184,11975.916,,,,
Developing,History,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",30425.777,31807.038,,,,
Developing,History,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.114,0.112,,,,
Developing,History,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.078,0.076,,,,
Developing,History,Indicators,TPED per capita (toe),toe,1.326,1.345,,,,
Eurasia,History,Electricity generation,Total generation,TWh/y,1340.68,1359.73,,,,
Eurasia,History,Electricity generation,Coal,TWh/y,250.3,270.93,,,,
Eurasia,History,Electricity generation,Oil,TWh/y,4.68,4.69,,,,
Eurasia,History,Electricity generation,Natural gas,TWh/y,626.16,618.28,,,,
Eurasia,History,Electricity generation,Nuclear,TWh/y,205.76,205.58,,,,
Eurasia,History,Electricity generation,Renewables,TWh/y,253.78,260.25,,,,
Eurasia,History,Electricity generation,Hydro,TWh/y,249.21,255.07,,,,
Eurasia,History,Electricity generation,Bioenergy,TWh/y,2.85,2.86,,,,
Eurasia,History,Electricity generation,Wind,TWh/y,0.59,0.69,,,,
Eurasia,History,Electricity generation,Geothermal,TWh/y,0.44,0.44,,,,
Eurasia,History,Electricity generation,Solar PV,TWh/y,0.69,1.19,,,,
Eurasia,History,Electricity generation,CSP,TWh/y,0,0,,,,
Eurasia,History,Electricity generation,Marine,TWh/y,0,0,,,,
Eurasia,History,Capacity,Total capacity,GW,327,331,,,,
Eurasia,History,Capacity,Coal,GW,68,68,,,,
Eurasia,History,Capacity,Oil,GW,9,9,,,,
Eurasia,History,Capacity,Natural gas,GW,150,152,,,,
Eurasia,History,Capacity,Nuclear,GW,28,29,,,,
Eurasia,History,Capacity,Renewables,GW,72,73,,,,
Eurasia,History,Capacity,Hydro,GW,70,70,,,,
Eurasia,History,Capacity,Bioenergy,GW,1,1,,,,
Eurasia,History,Capacity,Wind,GW,0,0,,,,
Eurasia,History,Capacity,Geothermal,GW,0,0,,,,
Eurasia,History,Capacity,Solar PV,GW,0,1,,,,
Eurasia,History,Capacity,CSP,GW,0,0,,,,
Eurasia,History,Capacity,Marine,GW,0,0,,,,
Eurasia,History,CO2 Emissions,Total CO2,MtCO2/y,1984.44,2034.56,,,,
Eurasia,History,CO2 Emissions,Coal,MtCO2/y,552.69,567.21,,,,
Eurasia,History,CO2 Emissions,Oil,MtCO2/y,421.3,428.36,,,,
Eurasia,History,CO2 Emissions,Natural gas,MtCO2/y,1010.45,1038.98,,,,
Eurasia,History,CO2 Emissions,Power sector,MtCO2/y,931.98,927.58,,,,
Eurasia,History,CO2 Emissions,Coal,MtCO2/y,347.01,359.7,,,,
Eurasia,History,CO2 Emissions,Oil,MtCO2/y,25.4,21.63,,,,
Eurasia,History,CO2 Emissions,Natural gas,MtCO2/y,559.58,546.25,,,,
Eurasia,History,CO2 Emissions,Final consumption,MtCO2/y,931.26,978.83,,,,
Eurasia,History,CO2 Emissions,Coal,MtCO2/y,200.84,202.88,,,,
Eurasia,History,CO2 Emissions,Oil,MtCO2/y,359.36,368.91,,,,
Eurasia,History,CO2 Emissions,  Transport,MtCO2/y,217.19,225.13,,,,
Eurasia,History,CO2 Emissions,Natural gas,MtCO2/y,371.07,407.03,,,,
Eurasia,History,CO2 Emissions,Industry,MtCO2/y,339.48,350.2,,,,
Eurasia,History,CO2 Emissions,Transport,MtCO2/y,295.3,311.44,,,,
Eurasia,History,CO2 Emissions,Buildings,MtCO2/y,277.53,297.36,,,,
Eurasia,History,Indicators,Population (million),million,232.31,233.811,,,,
Eurasia,History,Indicators,Share of World population,Percent,0.031,0.031,,,,
Eurasia,History,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",5250.13,5393.39,,,,
Eurasia,History,Indicators,Share of World GDP,Percent,0.04,0.04,,,,
Eurasia,History,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",22599.673,23067.336,,,,
Eurasia,History,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",1925.164,1976.32,,,,
Eurasia,History,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.171,0.173,,,,
Eurasia,History,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.112,0.114,,,,
Eurasia,History,Indicators,TPED per capita (toe),toe,3.873,3.994,,,,
Europe,History,Electricity generation,Total generation,TWh/y,4126.83,4163.3,,,,
Europe,History,Electricity generation,Coal,TWh/y,928.03,907.18,,,,
Europe,History,Electricity generation,Oil,TWh/y,64.81,61.01,,,,
Europe,History,Electricity generation,Natural gas,TWh/y,866.76,808.41,,,,
Europe,History,Electricity generation,Nuclear,TWh/y,935.67,942.84,,,,
Europe,History,Electricity generation,Renewables,TWh/y,1325.26,1437.55,,,,
Europe,History,Electricity generation,Hydro,TWh/y,578.6,623.55,,,,
Europe,History,Electricity generation,Bioenergy,TWh/y,216.92,232.85,,,,
Europe,History,Electricity generation,Wind,TWh/y,384.83,417.39,,,,
Europe,History,Electricity generation,Geothermal,TWh/y,18.01,20.53,,,,
Europe,History,Electricity generation,Solar PV,TWh/y,120.48,137.6,,,,
Europe,History,Electricity generation,CSP,TWh/y,5.88,5.12,,,,
Europe,History,Electricity generation,Marine,TWh/y,0.53,0.53,,,,
Europe,History,Capacity,Total capacity,GW,1280,1305,,,,
Europe,History,Capacity,Coal,GW,227,222,,,,
Europe,History,Capacity,Oil,GW,57,56,,,,
Europe,History,Capacity,Natural gas,GW,262,264,,,,
Europe,History,Capacity,Nuclear,GW,142,142,,,,
Europe,History,Capacity,Renewables,GW,590,619,,,,
Europe,History,Capacity,Hydro,GW,246,248,,,,
Europe,History,Capacity,Bioenergy,GW,46,49,,,,
Europe,History,Capacity,Wind,GW,178,191,,,,
Europe,History,Capacity,Geothermal,GW,3,3,,,,
Europe,History,Capacity,Solar PV,GW,114,126,,,,
Europe,History,Capacity,CSP,GW,2,2,,,,
Europe,History,Capacity,Marine,GW,0,0,,,,
Europe,History,CO2 Emissions,Total CO2,MtCO2/y,3979.34,3922.57,,,,
Europe,History,CO2 Emissions,Coal,MtCO2/y,1253.14,1220.64,,,,
Europe,History,CO2 Emissions,Oil,MtCO2/y,1595.59,1589.5,,,,
Europe,History,CO2 Emissions,Natural gas,MtCO2/y,1130.62,1112.43,,,,
Europe,History,CO2 Emissions,Power sector,MtCO2/y,1421.8,1387.34,,,,
Europe,History,CO2 Emissions,Coal,MtCO2/y,966.92,951.94,,,,
Europe,History,CO2 Emissions,Oil,MtCO2/y,55.4,53.7,,,,
Europe,History,CO2 Emissions,Natural gas,MtCO2/y,399.47,381.7,,,,
Europe,History,CO2 Emissions,Final consumption,MtCO2/y,2358.28,2338.78,,,,
Europe,History,CO2 Emissions,Coal,MtCO2/y,243.58,229.25,,,,
Europe,History,CO2 Emissions,Oil,MtCO2/y,1440.18,1435.63,,,,
Europe,History,CO2 Emissions,  Transport,MtCO2/y,1099.34,1101.3,,,,
Europe,History,CO2 Emissions,Natural gas,MtCO2/y,674.52,673.9,,,,
Europe,History,CO2 Emissions,Industry,MtCO2/y,515.73,500.86,,,,
Europe,History,CO2 Emissions,Transport,MtCO2/y,1113.59,1115.56,,,,
Europe,History,CO2 Emissions,Buildings,MtCO2/y,654.99,648.1,,,,
Europe,History,Indicators,Population (million),million,689.9,692.049,,,,
Europe,History,Indicators,Share of World population,Percent,0.092,0.091,,,,
Europe,History,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",25923.533,26495.923,,,,
Europe,History,Indicators,Share of World GDP,Percent,0.198,0.196,,,,
Europe,History,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",37575.783,38286.206,,,,
Europe,History,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",20932.23,21358.349,,,,
Europe,History,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.077,0.076,,,,
Europe,History,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.054,0.053,,,,
Europe,History,Indicators,TPED per capita (toe),toe,2.894,2.889,,,,
India,History,Electricity generation,Total generation,TWh/y,1532.23,1617.5,,,,
India,History,Electricity generation,Coal,TWh/y,1133.63,1194.29,,,,
India,History,Electricity generation,Oil,TWh/y,25.04,17.09,,,,
India,History,Electricity generation,Natural gas,TWh/y,70.89,70.89,,,,
India,History,Electricity generation,Nuclear,TWh/y,38.35,40.01,,,,
India,History,Electricity generation,Renewables,TWh/y,264.33,295.22,,,,
India,History,Electricity generation,Hydro,TWh/y,141.8,145.98,,,,
India,History,Electricity generation,Bioenergy,TWh/y,45.43,47.04,,,,
India,History,Electricity generation,Wind,TWh/y,51.06,58.24,,,,
India,History,Electricity generation,Geothermal,TWh/y,0,0,,,,
India,History,Electricity generation,Solar PV,TWh/y,26.04,43.96,,,,
India,History,Electricity generation,CSP,TWh/y,0,0,,,,
India,History,Electricity generation,Marine,TWh/y,0,0,,,,
India,History,Capacity,Total capacity,GW,377,396,,,,
India,History,Capacity,Coal,GW,223,227,,,,
India,History,Capacity,Oil,GW,8,8,,,,
India,History,Capacity,Natural gas,GW,29,29,,,,
India,History,Capacity,Nuclear,GW,7,7,,,,
India,History,Capacity,Renewables,GW,111,125,,,,
India,History,Capacity,Hydro,GW,48,49,,,,
India,History,Capacity,Bioenergy,GW,11,12,,,,
India,History,Capacity,Wind,GW,33,35,,,,
India,History,Capacity,Geothermal,GW,0,0,,,,
India,History,Capacity,Solar PV,GW,19,28,,,,
India,History,Capacity,CSP,GW,0,0,,,,
India,History,Capacity,Marine,GW,0,0,,,,
India,History,CO2 Emissions,Total CO2,MtCO2/y,2159.81,2266.95,,,,
India,History,CO2 Emissions,Coal,MtCO2/y,1506.97,1581.27,,,,
India,History,CO2 Emissions,Oil,MtCO2/y,579.78,577.79,,,,
India,History,CO2 Emissions,Natural gas,MtCO2/y,73.06,107.89,,,,
India,History,CO2 Emissions,Power sector,MtCO2/y,1098.98,1146.46,,,,
India,History,CO2 Emissions,Coal,MtCO2/y,1039.74,1095.4,,,,
India,History,CO2 Emissions,Oil,MtCO2/y,25.8,17.62,,,,
India,History,CO2 Emissions,Natural gas,MtCO2/y,33.44,33.44,,,,
India,History,CO2 Emissions,Final consumption,MtCO2/y,1027.92,1085.72,,,,
India,History,CO2 Emissions,Coal,MtCO2/y,463.86,482.35,,,,
India,History,CO2 Emissions,Oil,MtCO2/y,526.06,530.64,,,,
India,History,CO2 Emissions,  Transport,MtCO2/y,284.82,301.37,,,,
India,History,CO2 Emissions,Natural gas,MtCO2/y,38.01,72.73,,,,
India,History,CO2 Emissions,Industry,MtCO2/y,561.95,592.85,,,,
India,History,CO2 Emissions,Transport,MtCO2/y,291.45,308.43,,,,
India,History,CO2 Emissions,Buildings,MtCO2/y,141.01,149,,,,
India,History,Indicators,Population (million),million,1339.18,1353.15,,,,
India,History,Indicators,Share of World population,Percent,0.178,0.178,,,,
India,History,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",9813.21,10505.3,,,,
India,History,Indicators,Share of World GDP,Percent,0.075,0.078,,,,
India,History,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",7327.775,7763.589,,,,
India,History,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",2537.77,2716.75,,,,
India,History,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.09,0.087,,,,
India,History,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.06,0.058,,,,
India,History,Indicators,TPED per capita (toe),toe,0.658,0.677,,,,
Japan,History,Electricity generation,Total generation,TWh/y,1061.02,1069.14,,,,
Japan,History,Electricity generation,Coal,TWh/y,351.83,337.58,,,,
Japan,History,Electricity generation,Oil,TWh/y,69.93,63.82,,,,
Japan,History,Electricity generation,Natural gas,TWh/y,398.14,385.3,,,,
Japan,History,Electricity generation,Nuclear,TWh/y,32.91,56.15,,,,
Japan,History,Electricity generation,Renewables,TWh/y,187.8,205.89,,,,
Japan,History,Electricity generation,Hydro,TWh/y,82.85,88.87,,,,
Japan,History,Electricity generation,Bioenergy,TWh/y,40.93,41.23,,,,
Japan,History,Electricity generation,Wind,TWh/y,6.49,7.44,,,,
Japan,History,Electricity generation,Geothermal,TWh/y,2.46,2.46,,,,
Japan,History,Electricity generation,Solar PV,TWh/y,55.07,65.88,,,,
Japan,History,Electricity generation,CSP,TWh/y,0,0,,,,
Japan,History,Electricity generation,Marine,TWh/y,0,0,,,,
Japan,History,Capacity,Total capacity,GW,337,339,,,,
Japan,History,Capacity,Coal,GW,50,50,,,,
Japan,History,Capacity,Oil,GW,48,45,,,,
Japan,History,Capacity,Natural gas,GW,85,86,,,,
Japan,History,Capacity,Nuclear,GW,41,39,,,,
Japan,History,Capacity,Renewables,GW,111,118,,,,
Japan,History,Capacity,Hydro,GW,50,50,,,,
Japan,History,Capacity,Bioenergy,GW,8,8,,,,
Japan,History,Capacity,Wind,GW,3,4,,,,
Japan,History,Capacity,Geothermal,GW,0,0,,,,
Japan,History,Capacity,Solar PV,GW,50,56,,,,
Japan,History,Capacity,CSP,GW,0,0,,,,
Japan,History,Capacity,Marine,GW,0,0,,,,
Japan,History,CO2 Emissions,Total CO2,MtCO2/y,1097.31,1078.46,,,,
Japan,History,CO2 Emissions,Coal,MtCO2/y,447.25,441.35,,,,
Japan,History,CO2 Emissions,Oil,MtCO2/y,412.09,400.74,,,,
Japan,History,CO2 Emissions,Natural gas,MtCO2/y,237.97,236.37,,,,
Japan,History,CO2 Emissions,Power sector,MtCO2/y,531.23,510.69,,,,
Japan,History,CO2 Emissions,Coal,MtCO2/y,320.57,309.1,,,,
Japan,History,CO2 Emissions,Oil,MtCO2/y,45.26,41.36,,,,
Japan,History,CO2 Emissions,Natural gas,MtCO2/y,165.4,160.23,,,,
Japan,History,CO2 Emissions,Final consumption,MtCO2/y,531.47,532.66,,,,
Japan,History,CO2 Emissions,Coal,MtCO2/y,108.69,113.54,,,,
Japan,History,CO2 Emissions,Oil,MtCO2/y,352.87,345.77,,,,
Japan,History,CO2 Emissions,  Transport,MtCO2/y,204.99,200.91,,,,
Japan,History,CO2 Emissions,Natural gas,MtCO2/y,69.92,73.35,,,,
Japan,History,CO2 Emissions,Industry,MtCO2/y,199.23,204.17,,,,
Japan,History,CO2 Emissions,Transport,MtCO2/y,205.11,201.04,,,,
Japan,History,CO2 Emissions,Buildings,MtCO2/y,112.72,113.32,,,,
Japan,History,Indicators,Population (million),million,126.728,126.429,,,,
Japan,History,Indicators,Share of World population,Percent,0.017,0.017,,,,
Japan,History,Indicators,"GDP ($2018 billion, PPP)","$2018 billion, PPP",5549.46,5594.45,,,,
Japan,History,Indicators,Share of World GDP,Percent,0.042,0.041,,,,
Japan,History,Indicators,"GDP per capita ($2018, PPP)","$2018, PPP",43790.323,44249.737,,,,
Japan,History,Indicators,"GDP ($2018 billion, MER)","$2018 billion, MER",4931.94,4971.93,,,,
Japan,History,Indicators,"TPED/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.078,0.078,,,,
Japan,History,Indicators,"TFC/GDP (toe per $1000, PPP)","toe per $1000, PPP",0.053,0.052,,,,
Japan,History,Indicators,TPED per capita (toe),toe,3.409,3.429,,,,
Middle East,History,Electricity generation,Total generation,TWh/y,1125.98,1147.32,,,,
Middle East,History,Electricity generation,Coal,TWh/y,0.63,0.64,,,,
Middle East,History,Electricity generation,Oil,TWh/y,288.81,293.96,,,,
Middle East,History,Electricity generation,Natural gas,TWh/y,807.93,822.31,,,,
Middle East,History,Electricity generation,Nuclear,TWh/y,7.51,7.65,,,,
Middle East,History,Electricity generation,Renewables,TWh/y,21.1,22.77,,,,
Middle East,History,Electricity generation,Hydro,TWh/y,17.65,18.06,,,,
Middle East,History,Electricity generation,Bioenergy,TWh/y,0.03,0.03,,,,
Middle East,History,Electricity generation,Wind,TWh/y,0.76,0.85,,,,
Middle East,History,Electricity generation,Geothermal,TWh/y,0,0,,,,
Middle East,History,Electricity generation,Solar PV,TWh/y,2.41,3.57,,,,
Middle East,History,Electricity generation,CSP,TWh/y,0.26,0.26,,,,
Middle East,History,Electricity generation,Marine,TWh/y,0,0,,,,
Middle East,History,Capacity,Total capacity,GW,321,331,,,,
Middle East,History,Capacity,Coal,GW,0,0,,,,
Middle East,History,Capacity,Oil,GW,93,96,,,,
Middle East,History,Capacity,Natural gas,GW,208,214,,,,
Middle East,History,Capacity,Nuclear,GW,1,1,,,,
Middle East,History,Capacity,Renewables,GW,18,19,,,,
Middle East,History,Capacity,Hydro,GW,17,17,,,,
Middle East,History,Capacity,Bioenergy,GW,0,0,,,,
Middle East,History,Capacity,Wind,GW,0,1,,,,
Middle East,History,Capacity,Geothermal,GW,0,0,,,,
Middle East,History,Capacity,Solar PV,GW,1,2,,,,
Middle East,History,Capacity,CSP,GW,0,0,,,,
Middle East,History,Capacity,Marine,GW,0,0,,,,
Middle East,History,CO2 Emissions,Total CO2,MtCO2/y,1775.93,1804.67,,,,
Middle East,History,CO2 Emissions,Coal,MtCO2/y,15.24,14.34,,,,
Middle East,History,CO2 Emissions,Oil,MtCO2/y,858.52,829.39,,,,
Middle East,History,CO2 Emissions,Natural gas,MtCO2/y,902.17,960.94,,,,
Middle East,History,CO2 Emissions,Power sector,MtCO2/y,709.21,729.79,,,,
Middle East,History,CO2 Emissions,Coal,MtCO2/y,2.1,0.97,,,,
Middle East,History,CO2 Emissions,Oil,MtCO2/y,261.71,270.02,,,,
Middle East,History,CO2 Emissions,Natural gas,MtCO2/y,445.4,458.81,,,,
Middle East,History,CO2 Emissions,Final consumption,MtCO2/y,926.78,934.07,,,,
